timestamp,Open,High,Low,Close,Volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-01-27 16:00:00.000,95707.81766804101,96254.43965729132,95242.90124421436,96254.43965729132,18.12037280884873,1737993660000,1744166.3310969528,18,9.060186404424366,872083.1655484764,0.0
2025-01-27 17:00:02.481,96657.3241056209,97389.87688110009,96236.22816012455,96466.968449635,18.668090197068675,1737997262481,1800854.0680555643,9,9.334045098534338,900427.0340277822,0.0
2025-01-27 18:00:04.962,96817.08895189244,98206.37562916943,95564.57752770404,96612.94254538596,27.237057894447588,1738000864962,2631452.309461616,5,13.618528947223794,1315726.154730808,0.0
2025-01-27 19:00:07.443,95992.6206983104,96527.112532706,95222.41647052167,95222.41647052167,30.703519227860273,1738004467443,2923663.2950259806,17,15.351759613930136,1461831.6475129903,0.0
2025-01-27 20:00:09.924,95318.86945297617,96337.40985071402,94929.69485909014,95358.51826240595,27.150897038028766,1738008069924,2589069.31104157,10,13.575448519014383,1294534.655520785,0.0
2025-01-27 21:00:12.405,94499.92849649489,95171.42596157218,94274.70218395288,94274.70218395288,23.803049874792027,1738011672405,2244025.4380157953,6,11.901524937396013,1122012.7190078977,0.0
2025-01-27 22:00:14.886,94255.61548131569,95003.32944089107,93674.14440418086,93824.0978451864,21.23422152178822,1738015274886,1992281.677726621,19,10.61711076089411,996140.8388633105,0.0
2025-01-27 23:00:17.367,97734.188565014,98609.13413920173,97573.92527694842,98057.35681370107,33.437484700462335,1738018877367,3278791.3682259056,11,16.718742350231167,1639395.6841129528,0.0
2025-01-28 00:00:19.848,97887.25434033554,98108.31094558278,96801.79090444397,97623.01594116347,31.57475018303859,1738022479848,3082422.34045703,19,15.787375091519294,1541211.170228515,0.0
2025-01-28 01:00:22.329,95651.01428066863,96282.73513889941,94839.97572086759,95699.23275181359,31.043939615080795,1738026082329,2970881.202756863,19,15.521969807540398,1485440.6013784315,0.0
2025-01-28 02:00:24.810,94727.51901088204,95162.08834047963,93995.0388093762,95058.33596783718,30.425406933718914,1738029684810,2892188.5542636155,13,15.212703466859457,1446094.2771318078,0.0
2025-01-28 03:00:27.291,94762.94329609763,95206.0624438028,93691.06546115354,95153.7149861427,16.27116700572047,1738033287291,1548261.9877542546,7,8.135583502860236,774130.9938771273,0.0
2025-01-28 04:00:29.772,93574.63674420613,94414.14624660135,93004.39817913745,94050.54799924913,32.744254851526534,1738036889772,3079615.1126131425,18,16.372127425763267,1539807.5563065712,0.0
2025-01-28 05:00:32.253,92586.42097000501,92862.65098203787,91910.79688506918,92862.65098203787,26.225543951389923,1738040492253,2435373.5347720166,14,13.112771975694962,1217686.7673860083,0.0
2025-01-28 06:00:34.734,92812.74746754883,93901.8890413271,90989.15441173462,93098.80882847955,15.508382534881903,1738044094734,1443811.9408539014,18,7.754191267440952,721905.9704269507,0.0
2025-01-28 07:00:37.215,91117.54916268378,91829.96877164335,90500.09166667366,91124.0414011825,19.9858445829775,1738047697215,1821190.9292168408,8,9.99292229148875,910595.4646084204,0.0
2025-01-28 08:00:39.696,93144.1165729763,93506.17023518017,92579.31840500339,92968.85763588024,33.59395304685146,1738051299696,3123191.4382391786,8,16.79697652342573,1561595.7191195893,0.0
2025-01-28 09:00:42.177,93668.14381405943,94481.78276883713,93487.51636434853,93778.61821091351,18.731401177720716,1738054902177,1756604.9196009268,8,9.365700588860358,878302.4598004634,0.0
2025-01-28 10:00:44.658,93915.17518747093,94597.45366732366,93420.67439270295,93799.77850784581,19.558703250838832,1738058504658,1834602.0328293662,7,9.779351625419416,917301.0164146831,0.0
2025-01-28 11:00:47.139,95591.91747955212,95801.22984668336,93688.31720730934,95715.77518997682,19.442156209414605,1738062107139,1860921.0529487403,9,9.721078104707303,930460.5264743702,0.0
2025-01-28 12:00:49.620,95223.72740570354,95796.69614561467,95108.54070588764,95368.0095131311,25.37581243486732,1738065709620,2420040.721691857,13,12.68790621743366,1210020.3608459285,0.0
2025-01-28 13:00:52.101,94018.94775291116,95008.93817764055,93428.91846433934,93428.91846433934,21.017566196335395,1738069312101,1963648.4784762743,19,10.508783098167697,981824.2392381371,0.0
2025-01-28 14:00:54.583,93513.32711494439,95240.92185565546,93378.41476126647,93619.07222218547,17.897897441824462,1738072914583,1675584.5532314328,15,8.948948720912231,837792.2766157164,0.0
2025-01-28 15:00:57.064,94096.2780730175,94101.48640782804,93554.7797477715,93690.56106514925,30.23239230657435,1738076517064,2832489.7975446526,12,15.116196153287175,1416244.8987723263,0.0
2025-01-28 16:00:59.545,94802.24446923305,95448.83425778332,93804.83410019244,94303.87461736696,27.670594215217896,1738080119545,2609444.247459948,14,13.835297107608948,1304722.123729974,0.0
2025-01-28 17:01:02.026,93058.15699736346,93380.31128839288,92713.7726168899,93380.31128839288,18.730370207997083,1738083722026,1749047.8005696079,6,9.365185103998542,874523.9002848039,0.0
2025-01-28 18:01:04.507,93519.89342077584,93873.03084212262,92432.25932973986,93543.93842863762,27.903455808188998,1738087324507,2610199.1520674424,16,13.951727904094499,1305099.5760337212,0.0
2025-01-28 19:01:06.988,94296.50320049074,94943.39437294428,93857.63674924703,94239.59383096907,17.750418882919867,1738090926988,1672792.265855932,13,8.875209441459933,836396.132927966,0.0
2025-01-28 20:01:09.469,93132.39174892103,93357.34944362992,92564.1557175518,92702.51673251642,31.344444004024318,1738094529469,2905708.844754488,16,15.672222002012159,1452854.422377244,0.0
2025-01-28 21:01:11.950,94599.05243278189,96400.57033476984,94368.82840427975,94526.02194641433,32.944315159066534,1738098131950,3114095.0577355134,14,16.472157579533267,1557047.5288677567,0.0
2025-01-28 22:01:14.431,94894.50724710365,95450.93746839232,94014.15853562068,94424.61694845436,29.519113577404788,1738101734431,2787330.9922043653,6,14.759556788702394,1393665.4961021827,0.0
2025-01-28 23:01:16.912,95299.424452191,96169.32055071431,95137.68588836456,95602.26271020793,15.183941032332593,1738105336912,1451619.1195493662,11,7.591970516166296,725809.5597746831,0.0
2025-01-29 00:01:19.393,96022.53858398939,96536.99235848914,94678.86554659872,96193.1584837292,28.03922519005201,1738108939393,2697181.632467645,9,14.019612595026006,1348590.8162338226,0.0
2025-01-29 01:01:21.874,97252.96814383632,97949.17583241816,96705.05992890772,96840.70258093996,29.92982810236048,1738112541874,2898425.5815593502,19,14.96491405118024,1449212.7907796751,0.0
2025-01-29 02:01:24.355,98240.11289902586,98938.89223688337,97634.41827706849,98938.89223688337,16.87349535656185,1738116144355,1669444.9387424248,17,8.436747678280925,834722.4693712124,0.0
2025-01-29 03:01:26.836,96905.88936400019,97466.81511342764,96267.27455163974,96818.821418113,27.622772519945258,1738119746836,2674404.2796817394,11,13.811386259972629,1337202.1398408697,0.0
2025-01-29 04:01:29.317,96837.70383583038,97893.38060442323,96645.4881355662,97825.50984634625,18.90485975596089,1738123349317,1849377.5442005468,9,9.452429877980444,924688.7721002734,0.0
2025-01-29 05:01:31.798,96412.39742719749,97118.98942666972,96362.76728350153,96362.76728350153,18.542213588140978,1738126951798,1786779.012915009,16,9.271106794070489,893389.5064575045,0.0
2025-01-29 06:01:34.279,96039.76489781836,96554.05819473983,95698.89267128201,96013.53562913337,34.272399541785056,1738130554279,3290614.2545010736,10,17.136199770892528,1645307.1272505368,0.0
2025-01-29 07:01:36.760,95361.89814914245,95917.65522463054,94614.09076466603,95239.54583732977,21.338440103125553,1738134156760,2032263.344298742,12,10.669220051562776,1016131.672149371,0.0
2025-01-29 08:01:39.241,95545.39870169338,96438.08326386986,95421.29889713353,95683.4560867167,26.4012234017873,1738137759241,2526160.3000005125,5,13.20061170089365,1263080.1500002563,0.0
2025-01-29 09:01:41.722,96014.93284282897,96597.45800258596,95253.4694889051,96033.4256283553,29.815372355084087,1738141361722,2863272.343643688,17,14.907686177542043,1431636.171821844,0.0
2025-01-29 10:01:44.203,97593.56244355286,98364.89466631596,96585.17498239067,97250.34111882505,31.187223109570272,1738144964203,3032968.0859546126,15,15.593611554785136,1516484.0429773063,0.0
2025-01-29 11:01:46.685,97694.45783023656,98013.88719678015,97676.92278794305,98013.88719678015,25.030325893743992,1738148566685,2453319.538648069,17,12.515162946871996,1226659.7693240345,0.0
2025-01-29 12:01:49.166,98853.21516853203,99695.12252778278,98145.91910654888,99094.6856167479,32.800106836351326,1738152169166,3250316.275143978,16,16.400053418175663,1625158.137571989,0.0
2025-01-29 13:01:51.647,97381.48906938691,98477.59202597779,97068.92044730276,97068.92044730276,15.718845475934842,1738155771647,1525811.3610269642,5,7.859422737967421,762905.6805134821,0.0
2025-01-29 14:01:54.128,100439.14157136924,101845.74041909435,99831.7173299912,99831.7173299912,15.610004998780989,1738159374128,1558373.6065580533,9,7.805002499390494,779186.8032790266,0.0
2025-01-29 15:01:56.609,98494.29136951164,98741.6232759149,97341.62734750209,98541.7721432248,19.316420549936865,1738162976609,1903474.3124545838,19,9.658210274968432,951737.1562272919,0.0
2025-01-29 16:01:59.090,97462.19781016954,97620.42178423615,97224.04880277629,97224.04880277629,25.81270243220213,1738166579090,2509615.440999962,5,12.906351216101065,1254807.720499981,0.0
2025-01-29 17:02:01.571,99212.42958345218,99829.1087299093,99201.16157274203,99376.90172321117,21.45912945882492,1738170181571,2132541.7992953095,7,10.72956472941246,1066270.8996476547,0.0
2025-01-29 18:02:04.052,98390.40739614557,99019.44186931048,97805.58410871342,98348.0737765739,15.50701486830915,1738173784052,1525085.042322897,14,7.753507434154575,762542.5211614484,0.0
2025-01-29 19:02:06.533,97209.46998255307,98420.67693790444,96965.78011324853,97093.6034976125,20.004857963291904,1738177386533,1942343.74711392,19,10.002428981645952,971171.87355696,0.0
